-0.02	0.01	1.01	-0.08	0.37	-0.03	-74	334	172
-0.01	0.01	1.00	0.02	0.13	0.12	-66	338	172
-0.01	0.01	1.01	-0.18	0.26	-0.17	-68	332	172
-0.01	0.01	1.00	0.07	-0.02	-0.07	-67	335	173
-0.01	0.01	1.01	0.12	-0.01	0.03	-69	331	173
-0.01	0.00	1.01	-0.00	0.07	-0.01	-63	331	169
-0.02	0.01	1.01	-0.19	0.09	-0.10	-66	332	176
-0.01	0.01	1.01	-0.07	0.15	-0.01	-68	330	174
-0.02	0.01	0.99	-0.03	-0.15	-0.07	-68	332	174
-0.01	0.01	1.01	-0.21	0.07	-0.07	-66	330	174
-0.01	0.01	1.01	-0.11	-0.01	0.06	-65	331	173
-0.01	0.02	1.00	0.09	0.09	0.09	-67	335	177
-0.01	0.01	1.01	-0.14	0.05	0.01	-64	332	170
-0.01	0.01	1.01	-0.02	-0.00	0.06	-68	334	174
-0.01	0.01	1.01	0.04	-0.08	-0.01	-69	333	177
-0.01	0.01	1.00	-0.02	-0.02	-0.18	-63	331	169
-0.01	0.01	1.01	-0.08	0.01	0.06	-67	333	175
-0.01	0.01	1.00	-0.01	0.08	-0.06	-69	335	167
-0.01	0.01	1.01	-0.03	0.21	-0.01	-68	334	178
-0.02	0.02	1.02	-0.10	0.19	0.13	-66	332	172
-0.01	0.02	1.00	0.27	0.24	0.13	-67	335	177
-0.01	0.01	1.03	-0.07	-0.04	0.05	-61	331	173
-0.02	0.01	0.99	0.20	-0.18	-0.21	-67	339	169
-0.01	0.01	1.01	-0.19	-0.09	0.00	-64	328	174
-0.01	0.01	1.00	-0.06	-0.20	-0.15	-65	329	173
-0.02	0.01	1.01	0.12	-0.08	-0.01	-70	336	170
-0.02	0.01	1.02	0.00	0.15	0.15	-59	337	173
-0.02	0.01	0.99	-0.09	0.08	-0.03	-65	331	171
-0.01	0.01	1.01	-0.01	0.17	-0.08	-70	334	172
-0.01	0.01	1.00	0.05	-0.08	0.07	-66	332	172
-0.01	0.01	1.01	0.07	-0.03	-0.04	-64	338	178
-0.01	0.00	1.00	-0.10	0.07	0.03	-65	331	171
-0.01	0.01	1.01	-0.02	0.10	-0.08	-64	334	178
-0.02	0.01	1.01	-0.26	-0.21	0.05	-68	336	172
-0.02	0.01	1.00	-0.17	-0.04	0.03	-66	332	176
-0.01	0.02	1.01	0.09	0.02	0.00	-64	332	170
-0.01	0.01	1.00	0.13	-0.01	0.02	-65	335	175
-0.00	0.02	1.01	-0.02	0.04	0.07	-69	337	179
-0.01	0.01	1.01	-0.02	0.08	0.09	-66	332	172
-0.01	0.01	1.02	-0.10	0.14	-0.07	-63	335	177
-0.01	0.01	1.02	0.04	0.09	0.04	-66	330	172
-0.01	0.01	1.05	-0.20	0.55	0.04	-63	329	171
-0.01	-0.00	0.99	0.74	0.54	-0.14	-69	335	169
-0.02	0.01	1.02	-1.08	-0.20	-0.02	-63	331	171
-0.00	0.01	0.99	-0.24	0.24	0.01	-66	332	176
-0.01	0.02	1.03	-0.89	-0.25	0.13	-63	333	169
-0.02	0.02	1.00	-0.17	-0.28	-0.06	-70	332	170
-0.01	0.01	1.00	0.53	0.02	-0.11	-67	333	171
-0.02	0.02	1.00	0.04	-0.05	-0.01	-67	327	175
-0.01	0.01	1.01	0.57	0.27	0.06	-66	334	174
-0.01	0.00	1.02	0.11	0.08	-0.04	-69	335	175
-0.01	0.01	0.99	0.14	0.18	0.06	-68	334	174
-0.01	0.01	1.01	-0.23	-0.18	0.09	-62	332	168
-0.02	0.01	1.01	-0.31	-0.18	0.07	-70	340	176
-0.01	0.01	1.00	-0.12	-0.05	0.04	-67	333	173
-0.02	0.01	1.01	-0.29	-0.10	-0.01	-69	331	171
-0.01	0.01	1.00	0.15	-0.06	0.04	-67	331	169
-0.01	0.02	1.00	-0.34	-0.01	-0.05	-64	332	178
-0.01	0.02	1.01	0.14	-0.07	-0.01	-63	333	173
-0.02	0.02	1.01	-0.03	-0.00	0.19	-68	334	180
-0.01	0.01	1.01	0.08	0.08	-0.13	-67	335	169
-0.02	0.01	1.00	0.11	-0.01	-0.02	-63	333	173
-0.01	0.01	1.00	0.14	0.17	0.12	-72	336	168
-0.00	0.01	1.00	-0.09	0.15	-0.13	-64	334	178
-0.01	0.01	1.00	-0.54	0.16	-0.04	-70	338	174
-0.00	0.02	1.01	-0.30	-0.24	-0.12	-64	334	182
-0.02	0.01	1.00	-0.26	-0.23	-0.06	-65	335	173
-0.02	0.02	1.01	-0.43	0.29	0.02	-68	336	174
-0.01	0.02	1.01	0.36	0.04	0.03	-71	333	173
-0.01	0.01	1.02	-0.00	0.04	0.12	-65	335	173
-0.01	0.01	1.00	0.23	0.30	-0.02	-64	334	180
-0.01	0.01	1.01	0.01	0.06	0.06	-63	333	173
-0.02	0.01	1.00	-0.10	-0.13	-0.01	-65	331	171
-0.01	0.01	1.01	0.02	0.17	-0.04	-67	331	173
-0.02	0.01	1.00	-0.11	-0.20	0.02	-65	331	175
-0.01	0.02	1.00	-0.02	0.07	0.04	-66	334	174
-0.01	0.01	1.01	0.04	-0.05	-0.01	-68	332	176
-0.01	0.01	1.01	0.07	-0.05	-0.07	-69	335	171
-0.01	0.01	1.02	0.00	-0.06	-0.07	-65	331	173
-0.02	0.01	1.00	0.12	-0.12	0.00	-61	327	167
-0.02	0.01	1.00	0.08	-0.15	-0.09	-65	335	173
-0.01	0.01	1.00	-0.09	-0.00	-0.13	-66	334	174
-0.01	0.01	1.01	0.23	0.10	0.09	-64	332	172
-0.01	0.01	1.01	0.24	0.06	0.06	-63	333	177
-0.01	0.01	1.00	-0.03	0.17	0.06	-66	332	174
-0.01	0.01	1.01	-0.16	-0.02	-0.04	-70	334	174
-0.01	0.01	1.00	-0.19	-0.18	-0.01	-63	327	173
-0.01	0.01	1.00	-0.20	-0.05	-0.04	-66	332	172
-0.02	0.01	1.01	-0.19	-0.08	-0.05	-65	335	177
-0.01	0.01	1.00	-0.29	-0.18	-0.18	-68	334	174
-0.01	0.01	1.01	-0.11	-0.02	-0.15	-67	333	165
-0.02	0.01	1.00	0.20	0.12	0.03	-67	333	171
-0.01	0.01	1.00	0.12	0.11	-0.15	-73	329	169
-0.01	0.01	1.01	-0.09	-0.10	0.08	-67	339	171
-0.01	0.01	1.00	0.07	0.06	-0.02	-66	338	176
-0.02	0.01	1.00	-0.14	0.07	0.09	-68	334	170
-0.01	0.01	1.00	-0.09	-0.04	-0.10	-73	331	173
-0.01	0.02	1.01	0.11	-0.06	-0.04	-69	339	173
-0.01	0.01	1.01	0.13	-0.09	0.04	-71	331	177
-0.01	0.01	1.00	-0.14	0.08	-0.09	-68	336	168
-0.02	0.01	1.01	-0.25	-0.02	-0.03	-64	334	174
-0.01	0.01	1.00	-0.13	0.11	0.00	-64	326	176
-0.01	0.01	1.01	-0.10	-0.07	-0.02	-68	336	178
-0.01	0.01	1.01	0.00	-0.02	0.02	-63	335	175
-0.01	0.01	1.00	-0.06	-0.08	0.10	-65	329	175
-0.00	0.00	1.01	0.19	0.01	0.11	-63	333	169
-0.02	0.01	1.00	-0.03	0.07	0.05	-70	336	174
-0.01	0.01	1.00	0.12	0.06	0.08	-64	338	178
-0.01	0.01	1.00	-0.13	-0.05	-0.03	-63	329	173
-0.01	0.01	1.00	-0.10	0.06	-0.07	-65	333	173
-0.01	0.01	1.02	0.13	-0.12	0.10	-68	336	176
-0.01	0.02	1.01	-0.15	0.01	-0.04	-63	331	173
-0.01	0.01	1.01	0.26	0.10	-0.01	-62	330	176
-0.02	0.01	1.01	-0.06	0.04	0.03	-66	328	168
-0.01	0.02	1.00	-0.08	0.14	0.12	-63	329	177
-0.02	0.01	1.01	-0.13	-0.16	-0.11	-68	334	174
-0.01	0.01	1.00	-0.00	0.03	-0.09	-72	330	174
-0.01	0.01	1.01	-0.11	0.04	-0.04	-69	333	169
-0.01	0.01	1.00	-0.00	0.02	-0.19	-66	334	174
-0.01	0.01	1.01	-0.08	-0.09	0.04	-67	333	177
-0.01	0.00	1.00	-0.00	0.14	-0.11	-62	334	170
-0.01	0.01	1.00	-0.10	0.17	0.00	-68	334	172
-0.01	0.01	1.00	-0.01	0.13	0.01	-61	331	173
-0.01	0.01	1.01	-0.11	0.06	-0.01	-67	329	177
-0.01	0.01	1.00	-0.13	-0.10	-0.04	-67	333	169
-0.01	0.01	1.00	-0.06	-0.01	-0.03	-64	336	176
-0.02	0.01	1.01	-0.15	0.02	0.02	-66	334	174
-0.01	0.01	1.00	-0.05	0.14	-0.14	-66	334	172
-0.02	0.01	1.01	-0.06	0.07	0.03	-67	335	175
-0.01	0.01	1.01	-0.13	-0.08	-0.05	-64	334	174
-0.01	0.01	0.99	-0.10	0.11	-0.01	-59	335	169
-0.01	0.01	1.00	0.06	0.10	0.00	-74	334	174
